fecha,video_id,titulo,provider,operation,units,coste
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pixabay,search,1,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,pexels,search,2,0.000000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,vlm_caption,8,0.004000
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,chapter_director,2176,0.001603
2026-07-28,,"",openrouter,idea_writeup,626,0.000860
2026-07-28,,"",openrouter,idea_writeup,586,0.000787
2026-07-28,,"",openrouter,idea_writeup,657,0.000905
2026-07-28,,"",openrouter,idea_writeup,652,0.000903
2026-07-28,,"",openrouter,idea_writeup,667,0.000930
2026-07-28,,"",openrouter,idea_writeup,665,0.000894
2026-07-28,,"",openrouter,idea_writeup,593,0.000789
2026-07-28,,"",openrouter,idea_writeup,768,0.001137
2026-07-28,,"",openrouter,idea_writeup,688,0.000984
2026-07-28,,"",openrouter,idea_writeup,651,0.000896
2026-07-28,,"",openrouter,idea_writeup,677,0.000952
2026-07-28,,"",openrouter,idea_writeup,607,0.000820
2026-07-28,uVkNtcYIrYqEX8D3dG1Ah,Por qué destruir libros raros está preocupando,openrouter,chapter_director,2356,0.001963
2026-07-28,,"",openrouter,idea_writeup,644,0.000882
2026-07-28,,"",openrouter,idea_writeup,696,0.000995
2026-07-28,,"",openrouter,idea_writeup,520,0.000632
2026-07-28,,"",openrouter,idea_writeup,683,0.000965
2026-07-28,,"",openrouter,idea_writeup,651,0.000891
2026-07-28,,"",openrouter,idea_writeup,686,0.000975
2026-07-28,,"",openrouter,idea_writeup,590,0.000774
2026-07-28,,"",openrouter,idea_writeup,716,0.001030
2026-07-28,,"",openrouter,idea_writeup,651,0.000910
2026-07-28,,"",openrouter,idea_writeup,673,0.000949
2026-07-28,,"",openrouter,idea_writeup,683,0.000983
2026-07-28,,"",openrouter,idea_writeup,534,0.000678
2026-07-28,,"",openrouter,idea_writeup,556,0.000731
2026-07-28,,"",openrouter,idea_writeup,725,0.001072
2026-07-28,,"",openrouter,idea_writeup,733,0.001065
2026-07-28,,"",openrouter,idea_writeup,0,0.000000
2026-07-28,,"",openrouter,idea_writeup,720,0.001069
2026-07-28,,"",openrouter,idea_writeup,624,0.000853
2026-07-28,,"",openrouter,idea_writeup,801,0.001233
2026-07-28,,"",openrouter,idea_writeup,616,0.000840
2026-07-28,,"",openrouter,idea_writeup,664,0.000934
2026-07-28,,"",openrouter,idea_writeup,606,0.000808
2026-07-28,,"",openrouter,idea_writeup,652,0.000924
2026-07-28,,"",openrouter,idea_writeup,724,0.001061
2026-07-28,,"",openrouter,idea_writeup,630,0.000886
2026-07-28,,"",openrouter,idea_writeup,678,0.000962
2026-07-28,,"",openrouter,idea_writeup,673,0.000952
2026-07-28,,"",openrouter,idea_writeup,590,0.000806
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,research,1238,0.001851
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,script,2768,0.003154
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,refine,849,0.000932
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,judge,606,0.000605
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,edge-tts,tts,1915,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,broll_director,2205,0.002980
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pexels,search,2,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,8,0.004000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,pixabay,search,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,vlm_caption,0,0.000000
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,chapter_director,975,0.000914
2026-07-28,,"",openrouter,idea_writeup,546,0.000712
2026-07-28,,"",openrouter,idea_writeup,660,0.000947
2026-07-28,,"",openrouter,idea_writeup,527,0.000648
2026-07-28,,"",openrouter,idea_writeup,757,0.001110
2026-07-28,,"",openrouter,idea_writeup,663,0.000932
2026-07-28,,"",openrouter,idea_writeup,737,0.001063
2026-07-28,,"",openrouter,idea_writeup,658,0.000908
2026-07-28,,"",openrouter,idea_writeup,679,0.000973
2026-07-28,,"",openrouter,idea_writeup,690,0.000978
2026-07-28,,"",openrouter,idea_writeup,713,0.001038
2026-07-28,,"",openrouter,idea_writeup,576,0.000760
2026-07-28,,"",openrouter,idea_writeup,710,0.001025
2026-07-28,,"",openrouter,idea_writeup,609,0.000824
2026-07-28,,"",openrouter,idea_writeup,724,0.001023
2026-07-28,,"",openrouter,idea_writeup,825,0.001235
2026-07-28,,"",openrouter,idea_writeup,777,0.001124
2026-07-28,,"",openrouter,idea_writeup,614,0.000831
2026-07-28,,"",openrouter,idea_writeup,601,0.000796
2026-07-28,,"",openrouter,idea_writeup,721,0.001017
2026-07-28,,"",openrouter,idea_writeup,643,0.000885
2026-07-28,,"",openrouter,idea_writeup,659,0.000895
2026-07-28,,"",openrouter,idea_writeup,715,0.001026
2026-07-28,,"",openrouter,idea_writeup,733,0.001074
2026-07-28,,"",openrouter,idea_writeup,780,0.001166
2026-07-28,,"",openrouter,idea_writeup,744,0.001107
2026-07-28,,"",openrouter,idea_writeup,744,0.001066
2026-07-28,,"",openrouter,idea_writeup,679,0.000947
2026-07-28,,"",openrouter,idea_writeup,756,0.001094
2026-07-28,,"",openrouter,idea_writeup,674,0.000937
2026-07-28,,"",openrouter,idea_writeup,638,0.000886
2026-07-28,,"",openrouter,idea_writeup,670,0.000946
2026-07-28,,"",openrouter,idea_writeup,617,0.000825
2026-07-28,,"",openrouter,idea_writeup,696,0.000988
2026-07-28,,"",openrouter,idea_writeup,745,0.001098
2026-07-28,,"",openrouter,idea_writeup,744,0.001082
2026-07-28,,"",openrouter,idea_writeup,589,0.000772
2026-07-28,,"",openrouter,idea_writeup,728,0.001048
2026-07-28,,"",openrouter,idea_writeup,693,0.000999
2026-07-28,,"",openrouter,idea_writeup,741,0.001095
2026-07-28,,"",openrouter,idea_writeup,778,0.001161
2026-07-28,,"",openrouter,idea_writeup,691,0.000983
2026-07-28,,"",openrouter,idea_writeup,648,0.000904
2026-07-28,,"",openrouter,idea_writeup,673,0.000966
2026-07-28,,"",openrouter,idea_writeup,563,0.000715
2026-07-28,,"",openrouter,idea_writeup,672,0.000963
2026-07-28,,"",openrouter,idea_writeup,775,0.001169
2026-07-28,,"",openrouter,idea_writeup,0,0.000000
2026-07-28,,"",openrouter,idea_writeup,780,0.001142
2026-07-28,,"",openrouter,idea_writeup,651,0.000907
2026-07-28,,"",openrouter,idea_writeup,825,0.001220
2026-07-28,,"",openrouter,idea_writeup,622,0.000847
2026-07-28,,"",openrouter,idea_writeup,673,0.000924
2026-07-28,,"",openrouter,idea_writeup,606,0.000792
2026-07-28,,"",openrouter,idea_writeup,734,0.001067
2026-07-28,,"",openrouter,idea_writeup,655,0.000908
2026-07-28,,"",openrouter,idea_writeup,746,0.001104
2026-07-28,,"",openrouter,idea_writeup,574,0.000751
2026-07-28,,"",openrouter,idea_writeup,721,0.001038
2026-07-28,,"",openrouter,idea_writeup,738,0.001096
2026-07-28,,"",openrouter,component_author,4533,0.007451
2026-07-28,,"",openrouter,component_author,3884,0.004618
2026-07-28,,"",openrouter,idea_writeup,626,0.000857
2026-07-28,,"",openrouter,idea_writeup,652,0.000891
2026-07-28,,"",openrouter,idea_writeup,696,0.000984
2026-07-28,,"",openrouter,idea_writeup,808,0.001231
2026-07-28,,"",openrouter,idea_writeup,644,0.000884
2026-07-28,,"",openrouter,idea_writeup,551,0.000703
2026-07-28,,"",openrouter,idea_writeup,708,0.001003
2026-07-28,,"",openrouter,idea_writeup,826,0.001232
2026-07-28,,"",openrouter,idea_writeup,770,0.001124
2026-07-28,,"",openrouter,idea_writeup,543,0.000699
2026-07-28,,"",openrouter,idea_writeup,664,0.000933
2026-07-28,,"",openrouter,idea_writeup,625,0.000844
2026-07-28,,"",fal,flux_schnell,0,0.000000
2026-07-28,,"",fal,flux_schnell,0,0.000000
2026-07-28,,"",fal,flux_schnell,0,0.000000
2026-07-28,,"",openrouter,component_author,3371,0.003592
2026-07-28,,"",openrouter,component_author,3535,0.003838
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,idea_writeup,675,0.000956
2026-07-28,,"",openrouter,idea_writeup,669,0.000936
2026-07-28,,"",openrouter,idea_writeup,649,0.000906
2026-07-28,,"",openrouter,idea_writeup,695,0.001002
2026-07-28,,"",openrouter,idea_writeup,668,0.000942
2026-07-28,,"",openrouter,idea_writeup,604,0.000820
2026-07-28,,"",openrouter,idea_writeup,815,0.001228
2026-07-28,,"",openrouter,idea_writeup,566,0.000726
2026-07-28,,"",openrouter,idea_writeup,635,0.000876
2026-07-28,,"",openrouter,idea_writeup,716,0.001035
2026-07-28,,"",openrouter,idea_writeup,680,0.000924
2026-07-28,,"",openrouter,idea_writeup,642,0.000904
2026-07-28,OV2mHfxG8vxN9NxTxTiHo,Por qué PGSimCity está cambiando cómo ves PostgreSQL,openrouter,thumbnail_brief,1334,0.001987
2026-07-28,,"",openrouter,idea_writeup,692,0.000997
2026-07-28,,"",openrouter,idea_writeup,690,0.000997
2026-07-28,,"",openrouter,idea_writeup,787,0.001186
2026-07-28,,"",openrouter,idea_writeup,692,0.001004
2026-07-28,,"",openrouter,idea_writeup,715,0.001045
2026-07-28,,"",openrouter,idea_writeup,842,0.001308
2026-07-28,,"",openrouter,idea_writeup,912,0.001448
2026-07-28,,"",openrouter,idea_writeup,744,0.001096
2026-07-28,,"",openrouter,idea_writeup,676,0.000965
2026-07-28,,"",openrouter,idea_writeup,631,0.000874
2026-07-28,,"",openrouter,idea_writeup,915,0.001431
2026-07-28,,"",openrouter,idea_writeup,650,0.000919
2026-07-28,,"",openrouter,component_author,4163,0.005094
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
2026-07-28,,"",openrouter,component_author,0,0.000000
